descricao,departamento
QUEIJO PRTO B PASTOR T EST FAT KG,FRIOS
SAB BAR PALMOLIVE SUAVE LANOLINA 90G,HIGIENE PESSOAL
LINGUICA MAROCA PURA DEFUMADA KG,EMBUTIDOS
SABAO PEDRA RAZZO COCO 200G,CUIDADOS COM A ROUPA
FEIJAO FRADINHO TIO JORGE 1KG,MERCEARIA SALGADA
CR PENT HELCLA MULTIACAO ABACATE 300ML,CUIDADOS COM O CABELO
BALA CARAM EMBARE YOGURT FRUTAS 660G,MERCEARIA DOCE
SALSICHA CERVELA BERNA 300G,EMBUTIDOS
SABAO PEDRA RIO GLIC AZUL 5X200G,CUIDADOS COM A ROUPA
BATATA DOCE 500g COOPERORG BRANCA,HORTIFRUTI
VELA REGINA C/GLITER ROSA N.05,DESCARTÁVEIS
ESM RISQUE COLECOES DOCE ORGULHO,CUIDADOS COM MÃOS E PÉS
CIG DERBY AZUL KS NR SC-FC HW C/10und,TABACO
PILHA PANASONIC ALC PLATINUM AAA C2,MANUTENÇÃO
TABUA CORTE ACASA E BAMBU 49CM 2071L,UTILIDADES DE COZINHA
CHOC GAROTO 90G-TA M-AMARGO,MERCEARIA DOCE
CALDO MAGGI GALINHA CX 114G,MERCEARIA SALGADA
UVA BRASIL KG,HORTIFRUTI
CERV BRAHMA ATLETICO LT 473ML,BEBIDAS ALCOÓLICAS
"LAVA ROUPA LIQ OMO MULTIACAO ORIG LV3LPG2,5L",CUIDADOS COM A ROUPA
SORVETE LIGHT LA BASQUE 500ML COCO,CONGELADOS DOCES
FEIJAO BRANCO CHINEZINHO 500G,MERCEARIA SALGADA
ESSENCIA HIKARI MORANGO 30ML,MERCEARIA DOCE
FAROFA MAND ZAELI TEMP 500G,MERCEARIA DOCE
ANTIS BUCAL COLGATE TOTAL-12 CLEAN MINT 500ML,HIGIENE ORAL
PEPERONI CERATTI PECA KG,FRIOS
MAMÃO FORMOSA UNID,HORTIFRUTI
SH PLUSBELLE CERAMIDAS ATIV 1L,CUIDADOS COM O CABELO
"BOLINHO SUAVIPAN LIGHT 40G, MOR",MERCEARIA DOCE
SOL BUCAL ZERO LISTERINE 250ML MENTA VDE,HIGIENE ORAL
SUSHI FILE DE ATUM FRESCO KG,PADARIA
COBERDROM ACASA D KING PT C11,"CAMA, MESA E BANHO"
MASSA PASTEL FRESC CESABELA 500G PC QUAD,MASSAS FRESCAS
PAO DE BATATA PRES/QJO KG,PADARIA
QUEIJO PRATO PC/PED EMBALADO kg .,FRIOS
CREME TRAT NEUTROX XTREME 1KG,CUIDADOS COM O CABELO
WRAP ATELIE PEITO PERU 170G,CONGELADOS SALGADOS
ENERGETICO FLYING HORSE 2L .,BEBIDAS NÃO ALCOÓLICAS
PAO NOSSO 300G FORM S/CASCA PIC NIC,PADARIA
CHA ORG CAMPO VERDE 10G BOLDO,MERCEARIA DOCE
PIZZA MEIA LUA SEARA FGO C/REQUE CX 245G,PRATOS PRONTOS
SUP ALIM INF SUSTAIN JR MORANGO PO LT 350G,MERCEARIA DOCE
DACOLONIA GOIABADA LIGHT TABLETE 200g,MERCEARIA DOCE
TAPETE CORTTEX HAPPY DAY 60X40 VINTAGE,DECORAÇÃO
LAVA ROUPA LIQ SURF CONC ROSAS 315ML,CUIDADOS COM A ROUPA
MENU SALADA 320G CARUARU,PRATOS PRONTOS
CHOC TAB GAROTO TALENTO AVELA 90G,MERCEARIA DOCE
BISC INTEGRAL BISCOFRIBRAS LINHACA SALSA E CEBOLA 150G,MERCEARIA DOCE
ERVA DOCE AMIL 8G .,MERCEARIA SALGADA
SH ELSEVE CACHOS 200ML,CUIDADOS COM O CABELO
TIGELA CISPER FIESTA C/6,UTILIDADES DE COZINHA
BISC COOK TRAD MARILAN CHOC 80G,MERCEARIA DOCE
"COPO BIBITA ZENO 430ML, LILAS",UTILIDADES DE COZINHA
MOLHO ASTECA PIME 1l,MERCEARIA SALGADA
SABAO TEIU MARMORIZADO 500G AZUL,CUIDADOS COM A ROUPA
CHINELO RIDER MASC EX AZ/AZ 40,CALÇADO
CONVITE ROMANA C/10 CHA BEBE PATINH,DESCARTÁVEIS
ESM RISQUE MELISSA 8ML,CUIDADOS COM MÃOS E PÉS
ESPUMANTE TRIVENTO NATURE BRUT 750ML,BEBIDAS ALCOÓLICAS
PAO THABRULAI LEITE PCT 500G,PADARIA
LINHACA VITALIN INTEG MARROM 120G- SACHE,MERCEARIA DOCE
SAB LIQ RED APPLE 500ML FRUT VERM,HIGIENE PESSOAL
SORVETE GELLAK 2L-PT PASSAS AO RUM,CONGELADOS DOCES
DAMASCO TURCO 140g REI DAS CASTANHAS,EMPÓRIO
PRATO COPOCENTRO PLAST C10 21CM BRANCO,DESCARTÁVEIS
SACA-ROLHA NEDO 164,UTILIDADES DE COZINHA
RODO C/CABO DE ALUMINIO 90cm VARREBRAS,LAVANDERIA
REFRIG XERETA TUBAINA PET 350ML,BEBIDAS NÃO ALCOÓLICAS
ASP PO VERT ARNO CICLONIC F LIGHT BIV,ELETRO
COND PANTENE CAB.TINGIDOS 200ML,CUIDADOS COM O CABELO
GRANOLA MAE TERRA MACA CANE LIG 250G,MERCEARIA DOCE
XAROPE GROSELHA CERESER 1L,BEBIDAS NÃO ALCOÓLICAS
DES SPRAY NIVEA ACQUA COOL 90ML,CUIDADOS COM O CORPO
TINT PERM BIOCOLOR CR KIT ABSOLUT 2.0 PTO AZULD,CUIDADOS COM O CABELO
SANDALIA HAVAIANAS NEW BABY HEROIS MORANGO 17,CALÇADO
"SAND HAVAIANA TRIA PRINT, 39/40, PT/ACA",CALÇADO
PASTILHA GAROTO HORTELA 17G,MERCEARIA DOCE
MIX ZAYA BREAD S/GLUTEN PCT 335G,MERCEARIA DOCE
SANDALIA HAVAIANAS KIDS FLORES MARINH/ROSA BATOM 25/26,CALÇADO
BISCOITO 40g EQUILIBRI PANETINI QJO SUAVE,MERCEARIA DOCE
PIPOCA BILU SALGADA PCT 30G,MERCEARIA DOCE
LIMPA PNEUS 500ml PROAUTO AUTOCRAFT,AUTOMOTIVO
IOG. FRUTAP 160GR GRANOLA .,IOGURTES
OLEO LINHACA PAZZE DOURADA 250ML-VD,MERCEARIA DOCE
KIT COLCHA IMP ACASA ULTRA R CASAL RS,"CAMA, MESA E BANHO"
DES AERO REXONA IMPACTO 150ML GTS 30ML,CUIDADOS COM O CORPO
PRESUNTO SADIA PARMA 100G-FAT,FRIOS
PAO MEL BARION INTEGRAL PCT 90G,MERCEARIA DOCE
ESCOVA CAB MARCO BONI ISABELLE,CUIDADOS COM O CABELO
PAPEL BALA REGINA SEDA 48UN LARANJA,DESCARTÁVEIS
REF FURLAN PET 2L SODA LIMAO,BEBIDAS NÃO ALCOÓLICAS
MOLHO BETEL 900ML INGLES .,MERCEARIA SALGADA
QUEIJO VERMONT CAMEMBERT KG,FRIOS
"LIMP PERF ESPUMIL 1L, LAV",CUIDADOS COM A CASA
LEITE COND ITAMBE LT 1KG,MERCEARIA DOCE
PAO DELICIAS DO TRIGO 380G 7 GRAO .,PADARIA
PALHETA VTO PVF2419J,AUTOMOTIVO
VINHO ARGENTINO VINECOL MALBEC TTO 750ML,BEBIDAS ALCOÓLICAS
CELULAR SAMSUNG GALAXY A7 128GB COBRE,ELETRO
"AGUA C/ GAS 1,5L INDAIA",BEBIDAS NÃO ALCOÓLICAS
PIPOCA CHEETOS CARAMELO PCT 150G,MERCEARIA DOCE
BALA CARAM BUTTER TOFFEES BLACK CEREJA PC 500G,MERCEARIA DOCE
LIMPA VIDRO COPERALCOOL SQZ 500ML,CUIDADOS COM A CASA
MOLHO POLLI PESTO TOMATE SECO VD 190G,MERCEARIA SALGADA
LIMP PERF AJAX DILUIVEL LAVANDA 2L,CUIDADOS COM A CASA
FRUTEIRA VIDRO 30CM IMPORTADA,UTILIDADES DE COZINHA
CERV IMPERIO 300ML VDO ON WAY,BEBIDAS ALCOÓLICAS
PASTA DE ALHO E SAL 370g LARA,MERCEARIA SALGADA
ESCOVA DENT D CLEAN METAL PLUS L3P2 MED,HIGIENE ORAL
QUEIJO GORG.CARTAO S.VICENTE KG,FRIOS
RABANETE IRMAOS VIERA MH KG,HORTIFRUTI
"BATOM LIQ LOREAL WALTER SHINE CARAMEL PEARL 14,8G",CUIDADOS COM O ROSTO
PASCOA OVO GAROTO JOLIE 170G,MERCEARIA DOCE
FAROFA MAND JUREIA PICANHA 250G,MERCEARIA DOCE
ATIV CACHO SALON-L SOSRECONST 500G,CUIDADOS COM O CABELO
VELA FESTCOLOR GLITTER AZ N2,DESCARTÁVEIS
VINHO FRANCES CHATEAUNEUF DU PAPE CUVEE DES ANTI 750ML,BEBIDAS ALCOÓLICAS
COND GOTA DOURADA FORTALEC CAB 430ML,CUIDADOS COM O CABELO
KETCHUP ARISCO 390G-PET TRAD,MERCEARIA SALGADA
FILE MIGNON RESF BAND KG,AÇOUGUE
ALFACE AMERICANA RECANTO LUA UN,HORTIFRUTI
VINHO SALTON CLASSIC MALBEC GFA 750ML,BEBIDAS ALCOÓLICAS
T.PROVITAL KIT 100 LOU.EX.CL,CUIDADOS COM O CABELO
FIESTA SEARA TEMP ASSA FACIL KG,AÇOUGUE
PORTA CELULAR PRETO HIDROLIGHT H56,ELETRO
CHOC DIET DIATT AO LEITE 25G-TA,MERCEARIA DOCE
AZEITONA VDE DOM FIORELLO 160G FATIADAS,MERCEARIA SALGADA
UVA PRETA MIDNIGHT CUMBUCADA500G,HORTIFRUTI
VELA ANIV FEST LAR SAPEKINHA AZUL N.3,DESCARTÁVEIS
BISC ZEZE ROSQ CHOCOLATE PCT 300G,MERCEARIA DOCE
SEMENTE LINHACA TIA SONIA 200G,MERCEARIA DOCE
HIDRAT LOC CORPO DOVE AMENDOA 400ML,CUIDADOS COM O CORPO
REQUEIJAO BUFALA LEVITARE 200G,GORDUROSOS
ABRIDOR MUNDO FACIL LATA .,UTILIDADES DE COZINHA
BALAS TOFFANO 250G FORTGURT,MERCEARIA DOCE
VINHO ITALIANO TER FILARI CATARRATTO 750ML,BEBIDAS ALCOÓLICAS
PROT SOL CORPO RED APPLE FPS30 210ML,CUIDADOS COM O CORPO
SANDALIA HAVAIANAS 4 NITE BRANCO 37/38,CALÇADO
PASCOA OVO LACTA LAKA 196G,MERCEARIA DOCE
REFRIGER CONSUL 275L FF BC 220V CRM35NB,ELETRO
TORTELETA PEQ kg COCO .,PRATOS PRONTOS
ACAI C/GUARANA GUARACAMP 285ML,CONGELADOS DOCES
BISC BAUDUCCO MAXI LV05 PG04 CHOCOLATE,MERCEARIA DOCE
TABUA CORTE JJ D DUO 80019CZ,UTILIDADES DE COZINHA
SAPONACEO CREM CIF LIMP PROF BCO LV500MLPG400ML,CUIDADOS COM A COZINHA
OLEO COCO NATUCOCO 250ML,MERCEARIA DOCE
RELAX CAB AFRO-HAIR CR PERMAN 500G,CUIDADOS COM O CABELO
PASCOA OVO TOP CAU AO LEITE 400G,MERCEARIA DOCE
BATATA SENSACOES ASSADA MEDITERRANEO 50G,MERCEARIA DOCE
BOLINHO VITARELLA 40GR TRELOSO BAUNILHA CHOC,MERCEARIA DOCE
BEB SOJA JUSSARA 1L UVA,BEBIDAS NÃO ALCOÓLICAS
CAIXA KREA CARTON PAISLEY M,LAVANDERIA
FRIGIDEIRA KREA CERAMICA 20CM 234,UTILIDADES DE COZINHA
CERV SKOL BEATS SPIRIT LN 313ML,BEBIDAS ALCOÓLICAS
BISC SAL AG SAL PIRAQUE 200G,MERCEARIA DOCE
VELA ROMANA INTERROGACAO ROSA,DESCARTÁVEIS
BISC INT VITAO AVEIA PC 80G,MERCEARIA DOCE
SALSICHA HOLAMBRA kg .,EMBUTIDOS
BEB SOJA PURITY MORANGO 1L,BEBIDAS NÃO ALCOÓLICAS
PORTA ESCOVA ACASA E BC/JUTA 0129A,UTILIDADES DE BANHEIRO
DES AERO ALBANY LIBERT MEN 60G,CUIDADOS COM O CORPO
VINHO P&R GAUTHIER COTE DU RHONE TTO 750ML,BEBIDAS ALCOÓLICAS
CAFE CAPS DO CENTRO ORIGEM CERRADO MINEIRO C/10,MERCEARIA DOCE
REFR PO FRESH MARACUJA 10G,BEBIDAS NÃO ALCOÓLICAS
CR TRAT DOVE ULTRA CACHOS 350G,CUIDADOS COM O CABELO
REFRIG SAO JOSE GUARANA PET 350ML,BEBIDAS NÃO ALCOÓLICAS
BALAS KISS FREE 250 GR SORTIDA,MERCEARIA DOCE
SAB BAR PALMOLIVE SUAVE CAMELIA/AMENDOA 85G LV8PG7,HIGIENE PESSOAL
MOLHO ARRUDA 150ML ALHO .,MERCEARIA SALGADA
BONECA MINNIE PASCOA 6237,BRINQUEDO
ATUM SAINT PAUL SOLIDO NATURAL LT 120G,MERCEARIA SALGADA
PAO STEINBACH CASEIRO AIPIM 450G,PADARIA
CHINELO IMP ACASA ESTAMP LIST AZ 41X42,CALÇADO
COOKIES INTEG NESFIT 60G-PC BAN/AVEIA/CANEL,MERCEARIA DOCE
REMOVEDOR POLIFLOR 490ML,CUIDADOS COM A CASA
REFRIGER FABRI 2L,BEBIDAS NÃO ALCOÓLICAS
CR DENT CREME CLOSE UP TRIPLE MENTA 70G 12UN/PG10,HIGIENE ORAL
FACA DESC SERTPLAST MAX 25UN,DESCARTÁVEIS
SORVETE OGGI PREMIUM MORANGO 2LTO,CONGELADOS DOCES
SANDALIA HAVAIANAS ANIMALS MARFIM 35/36,CALÇADO
LUBRIF ADVENCE S 2T SHELL 500ML,AUTOMOTIVO
PIMENTAO VERMELHO (BANDEJA) kg .,HORTIFRUTI
BODY ABABY ESTRELA 9/12 RS,INFANTIL
SHAM INF TRA LA LA KIDS CACHOS 480ML,HIGIENE PESSOAL INFANTIL
LIXA PE IDEAL PEDRA HUME ALUMEN POTASSIO SPR 30ML,CUIDADOS COM MÃOS E PÉS
FITA ADESIVA 19mmX33mm -DAISO,PAPELARIA
SH DOVE RITUAL L-NUTRDO 400ML,CUIDADOS COM O CABELO
CAFE NESCAFE TRADICAO SOLUV 230G GTS 30G,MERCEARIA DOCE
MIX REPOLHO VERDE LAZAROTO HIGIENIZ 200G,HORTIFRUTI
TACA VIN BOHEMIA LARA UN BCO 5017,UTILIDADES DE COZINHA
COUVE MANTEIGA HORTA VERDE UND,HORTIFRUTI
SANDALIA CARTAGO SIENA GASPEA PT 42,CALÇADO
TEMP PREM REGINA 500ML BACON,MERCEARIA SALGADA
CHA 40g LONDON VERDE/LIMA,MERCEARIA DOCE
VINHO 120 CABERNET SAUVIGNON GFA 375ML,BEBIDAS ALCOÓLICAS
ESCOVA CAB CONDOR HAIR ACQUA BELLA,CUIDADOS COM O CABELO
PALM NEOFOODS 300G PALM REAL PICADO VD,MERCEARIA SALGADA
LEITE LIQ GODAM INTEGRAL 1L,LEITE
VINHO CHILENO BPHIL-ROTHSCHILD RSV CARMENERE 750ML,BEBIDAS ALCOÓLICAS
COCO VERDE LEVISSA UND DESCASCADO,HORTIFRUTI
ALFARROBA CAROB HOUSE 12G C/FLOCOS ARROZ,MERCEARIA DOCE
BATOM LIQ LATIKA LIP MATTE 41 4ML,CUIDADOS COM O ROSTO
REFRIGER PANASONIC 425L FF BC 127 NRBB53,ELETRO
FRANGO ASSADO SADIA CX 350G,PRATOS PRONTOS
COPO PLAST CRISTALCOPO BC 50ML C/100,DESCARTÁVEIS
VINHO ITALIANO PRIMITIVO SALENTO APULIA 750ML,BEBIDAS ALCOÓLICAS
SALG FARABELLA ERVAS PROVANCE S/GLUT 50G,MERCEARIA DOCE
VASO SAN MIGUEL N VIDRO LARAN 26CM 4753,DECORAÇÃO
SAB LIQ BELLO CAPIM LIMAO 5L,HIGIENE PESSOAL
KIT SABONETE LÍQUIDO ÍNTIMO LUCRETIN NEUTRO 2 UN 200ML,CUIDADOS COM O CORPO
CELULAR SAMSUNG A8 PLUS AM SM-A730FZV,ELETRO
FRIGIDEIRA GRILL MULTIFLON 32,UTILIDADES DE COZINHA
"IOG GREGO NESTLE 90G, T BANANA",IOGURTES
FOSFORO GABOARDI LONGOS .,UTILIDADES DE COZINHA
KIT ESCOLAR MOLIN MINNIE C/5,PAPELARIA
BISC WAFER MATILDE VICENZI 200G C AVELA,MERCEARIA DOCE
ALMOFADA PESCOCO NAP S TRAVEL PLUSH AZ,DECORAÇÃO
TORRADA SCHAR FIBRA S/GLUT S/LAC CX 125G,MERCEARIA DOCE
MANDIOCA ORG FITO 500G-PC,HORTIFRUTI
MEIA CALCA5 -DAISO,TEXTIL
VINHO PORTUGUES MANTANA COLHEITA ALENTEJO 750ML,BEBIDAS ALCOÓLICAS
REVISTA ATIVIDADES DIVERTIDAS,PAPELARIA
SAB LIQ FIORUCCI 500ML HIBISCO E AMORA,HIGIENE PESSOAL
POTE TRAXCORP PLASTICO P/PIPOCA,UTILIDADES DE COZINHA
CAFE EXPRESSO GOURM GDE TRES,MERCEARIA DOCE
ESC DENT BAS JADEFROG GENGICARE REF 529 L2P1,HIGIENE ORAL
ESM COLORAMA PRENDA,CUIDADOS COM MÃOS E PÉS
LAMPADA TASCHIBRA VELA LISA LEIT 40W 220,MANUTENÇÃO
SHAMP DR ANIMAL 350ML P/CAES FILHOTE,PET SHOP
VINHO ROS LA JOVEM 500ML SECO BRA,BEBIDAS ALCOÓLICAS
SOPAO SANDELLA CARNE 180G,MERCEARIA SALGADA
CHA HARMONIA VERDE HORTELA CX 25G,MERCEARIA DOCE
CENOURA RALADA 250g MACHADINHO,HORTIFRUTI
CAFE VACUO PILAO 250G,MERCEARIA DOCE
ESCOVA DENTAL COLGATE SLIM SOFT ADV E CREME DENTAL T12 90G,HIGIENE ORAL
LANCHEIRA TERMICA FUEL B 10327,PAPELARIA
"MAC C OVOS ADRIA 500G, FIDELINE",MERCEARIA SALGADA
TACA SOBR BICO JACA IMP 325ML YZP312RS,UTILIDADES DE COZINHA
AMENDOIM KI-FLOR 70GR SALSA E CEBOLA,MERCEARIA DOCE
COXA ASA SEARA PCTE 1KG,AÇOUGUE
HIDRAT LOC CORPO ORIGEM OLEO DE ARGAN 6EM1 500ML,CUIDADOS COM O CORPO
HAIR PROTECTOR VIZZAGE PRE ESC/CHAP. 1L,CUIDADOS COM O CABELO
QUEIJO MUSS.FAT.LIGHT DAVACA KG,FRIOS
PAO DE FORMA PAULISTAO 450G,PADARIA
SAND IPANEMA ART PRINT AD 37 PTO/V,CALÇADO
PAO FOR INTEG NUTRELLA SUPREME 600G-PC CAST/QUINOA,PADARIA
AGUA SANIT QUAREX 2L,CUIDADOS COM A CASA
TOMATE CEREJA BDJ UN,HORTIFRUTI
AZEITONA VERDE GRAN ROMANO C/CAROCO SACHE 150G,MERCEARIA SALGADA
FRALDA HUGGIES TMONICA JUMBINHO XG C/16UN,HIGIENE PESSOAL INFANTIL
VINHO CHATEAU PALENE BCO GFA 750ML,BEBIDAS ALCOÓLICAS
CJ COPO NF OCA LV8PG6 400ML 7643,UTILIDADES DE COZINHA
PALETA LUISANCE STROBING ILUMINAD 14.5G,CUIDADOS COM O ROSTO
ARROZ PRATO DO SUL 5KG T1,MERCEARIA SALGADA
COCO RALADO SERIGY UMIDO 100G,MERCEARIA DOCE
MOLHO PIM DAJUDA CREMOSO 190G,MERCEARIA SALGADA
ALFACE CRESPA AGUIAR UND CARIRI,HORTIFRUTI
COLCHA FIRST ACASA R SOLT RS 1901,"CAMA, MESA E BANHO"
VINHO FRANCES CHATEAU PEZILLA TTO PREMIUM 750ML,BEBIDAS ALCOÓLICAS
PALHETA DYNA SLIM S514,AUTOMOTIVO
FAROFA MAND PONZAN 500G,MERCEARIA DOCE
DEPILAT CERA VEET QUENTE 200G C/ESPAT.,CUIDADOS COM O CORPO
CIRC AR BRITANIA 50 PR 3P OSCIL 127V C50,ELETRO
PROTEINA ISO WHEY NUTRATA MORANGO 900G,MERCEARIA DOCE
FILE COXA SOBREC FRANGO NOBRE RE 700G,AÇOUGUE
CURRY MARUITI CX 120G,MERCEARIA SALGADA
BISC RECH NIKITO CHOC 135G,MERCEARIA DOCE
LAMPADA OSRAM TWIST T2 23W 827-110V,MANUTENÇÃO
FLUIDO RADIADOR CELSIUS ROSA 500ML,AUTOMOTIVO
ESM COLORAMA PINK 8ML,CUIDADOS COM MÃOS E PÉS
VINHO SALTON PARADOXO MERLOT 750ML,BEBIDAS ALCOÓLICAS
QUEIJO MOZZARELLA DULY kg MANTA LEITE BUFULA,FRIOS
REFRIGER PANASONIC 483 FF BC 220 NRBT54W,ELETRO
JG CAMA ACASA E SOLT MICRO LISO MESC BG,"CAMA, MESA E BANHO"
DESCOL PO CARE LISS 300G-SACHE COCO,CUIDADOS COM O CABELO
PIZZA AURORA CONG.MUSSARELA 440G,PRATOS PRONTOS
PRATO RASO DE PORCELANA COM ES DE C -DAISO,UTILIDADES DE COZINHA
CEREAL MAT CORN FLAKES KELLOGGS 500G,MERCEARIA DOCE
ED.INF.ORAL-B STAGES 1 (4-24 MESES),HIGIENE ORAL
ABS INT OB MED LV10PG8UN,CUIDADOS COM O CORPO
QUEIJO COALHO ESPETO FLORA kg .,FRIOS
VENT MESA ARNO 40CM PT/PR 6P 220V VF40,ELETRO
MOLHO ARRUDA 150ML PIMENTA TRAD .,MERCEARIA SALGADA
BEB LACTEA NESCAU 200ML S/CANUD,IOGURTES
TRAVESSA PLASUTIL DUO C/TP RS 350ML 307,UTILIDADES DE COZINHA
LACO PRONTO CROMUS ACET VM 18MM PCT/10,PAPELARIA
TACA KROSNO ESP LUSTER VIOL 200ML,UTILIDADES DE COZINHA
SANDALIA IPANEMA A JOY 26182-21229,CALÇADO
PIMENTA REINO PIRATA MOIDA 40G TUBO,MERCEARIA SALGADA
BEB.LACT.YOPRO COCO/BATATA DOCE 250ML,IOGURTES
MIST PUDIM DR OETKER LILIFEE MORANGO 90G,MERCEARIA DOCE
QUINOA DOCE QUINOLLA 200G C/XYLITOL,MERCEARIA DOCE
CANECA CERVE VIDRO CHOC S21583,UTILIDADES DE COZINHA
MUSSARELA kg BOUA PECA INT,FRIOS
MASSA PARA PASTEL 200g PASTELLI MINI,MASSAS FRESCAS
PAO SECALE ORG INTEGRAL MULTGRAOS 450G,PADARIA
"CIG LUCKY STRIKE C 10, RED KS",TABACO
MAIONESE HELLMANNS 500G C/2 GTS KETCHUP,MERCEARIA SALGADA
GRAFITE 0.5MM C 30,PAPELARIA
GRILL CADENCE MULTI CERAM VM 127V GRL350,ELETRO
TOALHA BANHO MARCOTEX SOFT SORT UN,"CAMA, MESA E BANHO"
SACO P/ LIXO EMBALALIXO 15L 20 UN,DESCARTÁVEIS
COSTELA SUINA SULITA MINGA Kg TEMP RESF,AÇOUGUE
PIPOCA MAIS PURA PURO MASCAVO 150G,MERCEARIA DOCE
POTE PLASUTIL TRIO QD BX 210ML 5991,UTILIDADES DE COZINHA
LASANHA RENATA 200GR INTEGRALE .,PRATOS PRONTOS
BATOM VULT 40,CUIDADOS COM O ROSTO
BROCOLIS/PUPUNHA DELICIA PCT 350G,HORTIFRUTI
SABONETE LIQUIDO 200ML LILLO BANHO CARI,HIGIENE PESSOAL INFANTIL
TEMPERO DANI 5 PIMENTAS 40G,MERCEARIA SALGADA
JG TACAS SPIEGELAU B CERVEJA C/2 500ML,UTILIDADES DE COZINHA
LOCAO HIDRATANTE 300ml NIRAJ COLAGENO,CUIDADOS COM O CORPO
BISC RECH VISCONTI RECH MOR 140G,MERCEARIA DOCE
PESSEGO CALDA 425G-LT,MERCEARIA DOCE
DENTE ALHO LA CUMPARSITA 60G,MERCEARIA SALGADA
ABS C/ABAS SYM CURVA C/8,CUIDADOS COM O CORPO
LIMP PERF PRATICE SEDUCTION 500ML,CUIDADOS COM A CASA
LUBRIF 15W40 LUBRAX TURBO CH4 1L,AUTOMOTIVO
DOCE MINDY 500GR FONDANT LEITE .,MERCEARIA DOCE
CHA FRUTAS NUTRICHA FRUTAS MELISSA C STEVIA 15G,MERCEARIA DOCE
FARFALLE PETYBON CASEIRO 500G,MERCEARIA DOCE
AZEITONA VERDE 170g PRAMESA FATIADA,MERCEARIA SALGADA
SOBRECOXA FRANGO RESF S/P KORIN BJ 600G,AÇOUGUE
BATATA PRINGLES QUEIJO SEL BRAS LT 140G,MERCEARIA DOCE
VINHO ESPUMANTE VAQUOS VERDEJO BCO 750ML,BEBIDAS ALCOÓLICAS
COND HERBAL ESSENCES HYDRATATION 300ML,CUIDADOS COM O CABELO
GUARDANAPO ESTAMP SILVER FESTAS 33X33CM,DESCARTÁVEIS
LUSTRA MOVEIS TRIEX JASMIN 200ML,CUIDADOS COM A CASA
PENEIRA INOX GANDA 15CM,UTILIDADES DE COZINHA
VINHO MONTGRAS INTRIGA GFA 750ML,BEBIDAS ALCOÓLICAS
SABON NIVEA AVEIA 85G,HIGIENE PESSOAL
LINGUICA GOSTOSINHA 5kg MISTA,EMBUTIDOS
BICO MAMADEIRA NUK CLAS L2 C/2 7210962B,INFANTIL
NEW CAR BS TOYS CONVERSIVEL,BRINQUEDO
SUCO INTEG CALICE PEDRA UVA GF 2L,BEBIDAS NÃO ALCOÓLICAS
LIQUIDIFICADOR B&D PT V 400W 220V LE500-B2,ELETRO
FEIJAO PRETO DELICIA 1KG TP1,MERCEARIA SALGADA
QUEIJO TOFU SAMURAI 300G-PC ERVAS FINAS,PADARIA
"VINHO CAMPINO 4,5L DE MESA SUAVE BCO",BEBIDAS ALCOÓLICAS
VINHO FRANCES DOMAINE FONTARECHE MERLOT CABER 750ML,BEBIDAS ALCOÓLICAS
CHOC PERUGINA DARK 51% CACAU 86G,MERCEARIA DOCE
TABUA DE CORTES PVC MY LINK,UTILIDADES DE COZINHA
DESOD STICK 50g DOVE MEN CUID TOTAL,CUIDADOS COM O CORPO
PORTA TALHER YOI RATTAN 8108510014,UTILIDADES DE COZINHA
QUEIJO GOUDA PRESIDENT PED,FRIOS
CHOC COSTA CANONAZO 25G,MERCEARIA DOCE
GEL FIXADOR 1kg KANECHOMN AZUL,CUIDADOS COM O CABELO
QUERO GOIABADA BLOCO 500g,MERCEARIA DOCE
MINI PAO DE QUEIJO REAL 80GR CEBOLA,SALGADOS
ALISANTE HAIRLIFE KIT CR MEL E AMENDOAS 160G,CUIDADOS COM O CABELO
ACHOCOLATADO PO MARATA SACHET 1KG,MERCEARIA DOCE
COLONIA ANIM PETBRIL FEMEA FR 100ML,PET SHOP
FEIJAO CORDA DEBULHADO 400g,MERCEARIA SALGADA
CHOC CHOCK #SEMCULPA 25G-TA 70% CACAU,MERCEARIA DOCE
GEL FIX VITA CAPILI MAGIC (VERM) 240G,CUIDADOS COM O CABELO
"VINHO NACIONAL PERGOLA TT. SV 4,6L",BEBIDAS ALCOÓLICAS
LAMP ELET OUROL COMP 11W 220V FRIA B,MANUTENÇÃO
BRINQUEDO BONECA CURA BEBE,BRINQUEDO
SALAME ITALIANO PEQ.SEARA KG,FRIOS
KIT SH+COND PALMOLIVE CAMELIA 350ML,CUIDADOS COM O CABELO
LINGUICA AURORA FRANGO CONG PCT 800G,EMBUTIDOS
CR DENT INF CONDOR LILICA BABY 1 50G,HIGIENE ORAL
BISC JULES DESTROOPER 100G CHOC THINS,MERCEARIA DOCE
CONDIC INF ANJINHO KIDS CACHEADOS 220ML,HIGIENE PESSOAL INFANTIL
MAC STA AMALIA SEM 500G CABELO DANGELO,MERCEARIA SALGADA
COND 750ml SUAVE JASMIM/OLE,CUIDADOS COM O CABELO
MILHO PIPOCA JOLLY TIME DOCE PCT 100G,MERCEARIA SALGADA
CERV COLORADO NASSAU WHITE IPA GF 600ML,BEBIDAS ALCOÓLICAS
ADOC LIQ ADOCYL 200ML,MERCEARIA DOCE
"PORTA DOCUMENTO (CLORETO DE VINILA, TAM:A4) -DAI",PAPELARIA
